04/15/2016,15:17:14,A,2.133,m
04/15/2016,15:17:15,A,2.133,m
04/15/2016,15:17:16,A,2.133,m
04/15/2016,15:17:17,A,2.132,m
04/15/2016,15:17:18,A,2.133,m
04/15/2016,15:17:19,A,2.133,m
04/15/2016,15:17:20,A,2.133,m
04/15/2016,15:17:21,A,2.132,m
04/15/2016,15:17:22,A,2.132,m
04/15/2016,15:17:23,A,2.132,m
04/15/2016,15:17:24,A,2.133,m
04/15/2016,15:17:25,A,2.133,m
04/15/2016,15:17:26,A,2.133,m
04/15/2016,15:17:27,A,2.132,m
04/15/2016,15:17:28,A,2.133,m
04/15/2016,15:17:29,A,2.132,m
04/15/2016,15:17:30,A,2.133,m
04/15/2016,15:17:31,A,2.133,m
04/15/2016,15:17:32,A,2.133,m
04/15/2016,15:17:33,A,2.133,m
04/15/2016,15:17:34,A,2.133,m
04/15/2016,15:17:35,A,2.133,m
04/15/2016,15:17:36,A,2.132,m
04/15/2016,15:17:37,A,2.133,m
04/15/2016,15:17:38,A,2.104,m
04/15/2016,15:17:39,A,2.097,m
04/15/2016,15:17:40,A,2.098,m
04/15/2016,15:17:41,A,2.098,m
04/15/2016,15:17:42,A,2.097,m
04/15/2016,15:17:43,A,2.098,m
04/15/2016,15:17:44,A,2.097,m
04/15/2016,15:17:45,A,2.098,m
04/15/2016,15:17:46,A,2.098,m
04/15/2016,15:17:47,A,2.098,m
04/15/2016,15:17:48,A,2.098,m
04/15/2016,15:17:49,A,2.098,m
04/15/2016,15:17:50,A,2.098,m
04/15/2016,15:17:51,A,2.098,m
04/15/2016,15:17:52,A,2.098,m
04/15/2016,15:17:53,A,2.098,m
04/15/2016,15:17:54,A,2.097,m
04/15/2016,15:17:55,A,2.098,m
04/15/2016,15:17:56,A,2.098,m
04/15/2016,15:17:57,A,2.097,m
04/15/2016,15:17:58,A,2.097,m
04/15/2016,15:17:59,A,2.098,m
04/15/2016,15:18:00,A,2.098,m
04/15/2016,15:18:01,A,2.098,m
04/15/2016,15:18:02,A,2.098,m
04/15/2016,15:18:03,A,2.097,m
04/15/2016,15:18:04,A,2.098,m
04/15/2016,15:18:05,A,2.098,m
04/15/2016,15:18:06,A,2.098,m
04/15/2016,15:18:07,A,2.098,m
04/15/2016,15:18:08,A,2.097,m
04/15/2016,15:18:09,A,2.097,m
04/15/2016,15:18:10,A,2.097,m
04/15/2016,15:18:11,A,2.098,m
04/15/2016,15:18:12,A,2.097,m
04/15/2016,15:18:13,A,2.098,m
04/15/2016,15:18:14,A,2.098,m
04/15/2016,15:18:15,A,2.097,m
04/15/2016,15:18:16,A,2.098,m
04/15/2016,15:18:17,A,2.098,m
04/15/2016,15:18:18,A,2.098,m
04/15/2016,15:18:19,A,2.097,m
04/15/2016,15:18:20,A,2.098,m
04/15/2016,15:18:21,A,2.098,m
04/15/2016,15:18:22,A,2.097,m
04/15/2016,15:18:23,A,2.098,m
04/15/2016,15:18:24,A,2.098,m
04/15/2016,15:48:03,A,2.098,m
04/15/2016,15:48:04,A,2.097,m
04/15/2016,15:48:05,A,2.098,m
04/15/2016,15:48:06,A,2.097,m
04/15/2016,15:48:07,A,2.097,m
04/15/2016,15:48:08,A,2.098,m
04/15/2016,15:48:09,A,2.098,m
04/15/2016,15:48:10,A,2.098,m
04/15/2016,15:48:11,A,2.097,m
04/15/2016,15:48:12,A,2.098,m
04/15/2016,15:48:13,A,2.098,m
04/15/2016,15:48:14,A,2.097,m
04/15/2016,15:48:15,A,2.097,m
04/15/2016,15:48:16,A,2.097,m
04/15/2016,15:48:17,A,2.098,m
04/15/2016,15:51:15,A,2.098,m
04/15/2016,15:51:16,A,2.098,m
04/15/2016,15:51:17,A,2.098,m
04/15/2016,15:51:18,A,2.098,m
04/15/2016,15:51:19,A,2.097,m
04/15/2016,15:51:20,A,2.098,m
04/15/2016,15:51:21,A,2.098,m
04/15/2016,15:51:22,A,2.098,m
04/15/2016,15:51:23,A,2.098,m
04/15/2016,15:51:24,A,2.097,m
04/15/2016,15:51:25,A,2.098,m
