01/05/2017,22:18:52,A,2.080,m
01/05/2017,22:18:53,A,2.079,m
01/05/2017,22:18:54,A,2.080,m
01/05/2017,22:18:55,A,2.080,m
01/05/2017,22:18:56,A,2.080,m
01/05/2017,22:18:57,A,2.080,m
01/05/2017,22:18:58,A,2.080,m
01/05/2017,22:18:59,A,2.080,m
01/05/2017,22:19:00,A,2.080,m
01/05/2017,22:19:01,A,2.080,m
01/05/2017,22:19:02,A,2.080,m
01/05/2017,22:19:03,A,2.080,m
01/05/2017,22:19:04,A,2.080,m
01/05/2017,22:19:05,A,2.080,m
01/05/2017,22:19:06,A,2.080,m
01/05/2017,22:19:07,A,2.079,m
01/05/2017,22:19:08,A,2.080,m
01/05/2017,22:19:09,A,2.080,m
01/05/2017,22:19:10,A,2.080,m
01/05/2017,22:19:11,A,2.079,m
01/05/2017,22:19:12,A,2.080,m
01/05/2017,22:19:13,A,2.080,m
01/05/2017,22:19:14,A,2.080,m
01/05/2017,22:19:15,A,2.079,m
01/05/2017,22:19:16,A,2.080,m
01/05/2017,22:19:17,A,2.080,m
01/05/2017,22:19:18,A,2.079,m
01/05/2017,22:19:19,A,2.080,m
01/05/2017,22:19:20,A,2.080,m
01/05/2017,22:19:21,A,2.080,m
01/05/2017,22:19:22,A,2.080,m
01/05/2017,22:19:23,A,2.079,m
01/05/2017,22:19:24,A,2.080,m
01/05/2017,22:19:25,A,2.080,m
01/05/2017,22:19:26,A,2.080,m
01/05/2017,22:19:27,A,2.079,m
01/05/2017,22:19:28,A,2.080,m
01/05/2017,22:19:29,A,2.080,m
01/05/2017,22:19:30,A,2.080,m
01/05/2017,22:19:31,A,2.080,m
01/05/2017,22:19:32,A,2.080,m
01/05/2017,22:19:33,A,2.080,m
01/05/2017,22:19:34,A,2.080,m
01/05/2017,22:19:35,A,2.080,m
01/05/2017,22:19:36,A,2.080,m
01/05/2017,22:19:37,A,2.079,m
01/05/2017,22:19:38,A,2.080,m
01/05/2017,22:19:39,A,2.079,m
01/05/2017,22:19:40,A,2.080,m
01/05/2017,22:19:41,A,2.080,m
01/05/2017,22:19:42,A,2.080,m
