11/25/2015,17:21:03,H3611i,0.000,m
11/25/2015,17:21:05,H3611i,6.588,m
11/25/2015,17:21:07,H3611i,6.588,m
11/25/2015,17:21:08,H3611i,6.588,m
11/25/2015,17:21:16,H3611i,6.588,m
11/25/2015,17:21:17,H3611i,6.588,m
11/25/2015,17:21:18,H3611i,6.588,m
11/25/2015,17:21:19,H3611i,6.588,m
11/25/2015,17:21:20,H3611i,6.588,m
11/25/2015,17:21:21,H3611i,6.588,m
11/25/2015,17:21:22,H3611i,6.588,m
11/25/2015,17:21:23,H3611i,6.588,m
11/25/2015,17:21:24,H3611i,6.588,m
11/25/2015,17:21:26,H3611i,6.588,m
11/25/2015,17:21:27,H3611i,6.588,m
11/25/2015,17:21:28,H3611i,6.588,m
11/25/2015,17:21:29,H3611i,6.588,m
11/25/2015,17:21:30,H3611i,6.588,m
11/25/2015,17:21:31,H3611i,6.588,m
11/25/2015,17:21:32,H3611i,6.588,m
11/25/2015,18:21:25,H3611i,0.000,m
11/25/2015,18:21:26,H3611i,0.000,m
11/25/2015,18:21:27,H3611i,0.000,m
11/25/2015,18:21:28,H3611i,6.588,m
11/25/2015,18:21:38,H3611i,6.589,m
11/25/2015,18:21:47,H3611i,6.588,m
11/25/2015,18:21:51,H3611i,6.588,m
11/25/2015,18:21:54,H3611i,6.588,m
11/25/2015,18:21:55,H3611i,6.588,m
11/25/2015,18:21:56,H3611i,6.588,m
11/25/2015,18:21:57,H3611i,6.588,m
11/25/2015,18:21:58,H3611i,6.588,m
11/25/2015,18:21:59,H3611i,6.588,m
11/25/2015,18:22:00,H3611i,6.588,m
11/25/2015,18:22:01,H3611i,6.588,m
11/25/2015,18:22:02,H3611i,6.588,m
11/25/2015,18:22:03,H3611i,6.588,m
11/25/2015,18:22:04,H3611i,6.588,m
11/25/2015,18:22:05,H3611i,6.588,m
11/25/2015,18:22:06,H3611i,6.588,m
11/25/2015,18:22:23,H3611i,6.588,m
11/25/2015,18:22:24,H3611i,6.588,m
11/25/2015,18:22:30,H3611i,6.588,m
11/25/2015,18:22:31,H3611i,6.588,m
11/25/2015,18:22:33,H3611i,6.588,m
11/25/2015,18:22:35,H3611i,6.588,m
11/25/2015,18:22:40,H3611i,6.587,m
11/25/2015,18:22:42,H3611i,6.587,m
11/25/2015,18:22:45,H3611i,6.504,m
11/25/2015,18:48:59,H3611i,5.991,m
11/25/2015,18:49:03,H3611i,6.010,m
11/25/2015,18:49:05,H3611i,6.031,m
11/25/2015,18:49:08,H3611i,6.063,m
11/25/2015,18:52:34,H3611i,6.382,m
11/25/2015,18:55:00,H3611i,6.382,m
11/25/2015,18:56:36,H3611i,6.382,m
11/25/2015,19:11:11,H3611i,6.382,m
11/25/2015,19:11:13,H3611i,6.382,m
11/25/2015,19:11:16,H3611i,6.382,m
11/25/2015,19:11:17,H3611i,6.382,m
11/25/2015,19:11:18,H3611i,6.382,m
11/25/2015,19:11:19,H3611i,6.382,m
11/25/2015,19:11:20,H3611i,6.382,m
11/25/2015,19:11:21,H3611i,6.382,m
11/25/2015,19:11:22,H3611i,6.382,m
11/25/2015,19:11:23,H3611i,6.382,m
11/25/2015,19:18:51,H3611i,6.381,m
11/25/2015,19:18:53,H3611i,6.381,m
11/25/2015,19:18:56,H3611i,6.381,m
11/25/2015,19:20:27,H3611i,0.000,m
11/25/2015,19:20:31,H3611i,6.381,m
11/25/2015,19:20:32,H3611i,6.381,m
11/25/2015,19:20:34,H3611i,6.381,m
11/25/2015,19:20:36,H3611i,6.381,m
11/25/2015,19:21:56,H3611i,0.000,m
11/25/2015,19:21:59,H3611i,6.381,m
11/25/2015,19:22:03,H3611i,6.380,m
11/25/2015,19:22:09,H3611i,0.000,m
11/25/2015,19:22:12,H3611i,6.380,m
11/25/2015,19:22:21,H3611i,6.380,m
11/25/2015,19:37:45,H3611i,6.381,m
11/25/2015,19:37:46,H3611i,6.381,m
11/25/2015,19:37:47,H3611i,6.381,m
11/25/2015,19:37:48,H3611i,6.381,m
11/25/2015,19:37:49,H3611i,6.381,m
11/25/2015,19:37:50,H3611i,6.381,m
11/25/2015,19:37:51,H3611i,6.381,m
11/25/2015,19:37:52,H3611i,6.381,m
11/25/2015,19:37:53,H3611i,6.381,m
11/25/2015,19:37:54,H3611i,6.381,m
11/25/2015,19:37:55,H3611i,6.381,m
11/25/2015,19:37:56,H3611i,6.381,m
11/25/2015,19:37:57,H3611i,6.381,m
11/25/2015,19:37:58,H3611i,6.381,m
11/25/2015,19:37:59,H3611i,6.381,m
11/25/2015,19:38:00,H3611i,6.382,m
11/25/2015,19:38:01,H3611i,6.388,m
11/25/2015,19:38:02,H3611i,6.416,m
11/25/2015,19:38:03,H3611i,6.496,m
11/25/2015,19:38:04,H3611i,6.549,m
11/25/2015,19:38:05,H3611i,6.600,m
11/25/2015,19:38:06,H3611i,6.637,m
11/25/2015,19:38:07,H3611i,6.666,m
11/25/2015,19:38:08,H3611i,6.694,m
11/25/2015,19:38:09,H3611i,6.717,m
11/25/2015,19:38:10,H3611i,6.735,m
11/25/2015,19:38:11,H3611i,6.748,m
11/25/2015,19:38:12,H3611i,6.757,m
11/25/2015,19:38:14,H3611i,6.765,m
11/25/2015,19:38:15,H3611i,6.772,m
11/25/2015,19:38:16,H3611i,6.778,m
11/25/2015,19:38:17,H3611i,6.782,m
11/25/2015,19:38:18,H3611i,6.783,m
11/25/2015,19:38:19,H3611i,6.786,m
11/25/2015,19:38:20,H3611i,6.788,m
11/25/2015,19:38:21,H3611i,6.789,m
11/25/2015,19:38:22,H3611i,6.790,m
11/25/2015,19:38:23,H3611i,6.791,m
11/25/2015,19:38:24,H3611i,6.792,m
11/25/2015,19:38:25,H3611i,6.792,m
11/25/2015,19:38:26,H3611i,6.793,m
11/25/2015,19:38:27,H3611i,6.793,m
11/25/2015,19:38:28,H3611i,6.794,m
11/25/2015,19:38:29,H3611i,6.794,m
11/25/2015,19:38:30,H3611i,6.795,m
11/25/2015,19:38:31,H3611i,6.795,m
11/25/2015,19:38:32,H3611i,6.795,m
11/25/2015,19:38:33,H3611i,6.795,m
11/25/2015,19:48:20,H3611i,0.000,m
11/25/2015,19:48:21,H3611i,0.000,m
11/25/2015,19:48:22,H3611i,0.000,m
11/25/2015,19:48:23,H3611i,6.801,m
11/25/2015,19:48:24,H3611i,6.801,m
11/25/2015,19:48:25,H3611i,6.802,m
11/25/2015,19:48:26,H3611i,6.802,m
11/25/2015,19:48:27,H3611i,6.802,m
11/25/2015,19:48:28,H3611i,6.802,m
11/25/2015,19:48:29,H3611i,6.802,m
11/25/2015,19:48:30,H3611i,6.802,m
11/25/2015,19:48:31,H3611i,6.802,m
